1991/3/13,40,晴天,40
1991/3/14,41,阴天,41
1991/3/15,42,晴天,0
1991/3/16,43,阴天,1
1991/3/17,44,晴天,2
1991/3/18,45,阴天,3
1991/3/19,46,晴天,4
1991/3/20,47,阴天,5
1991/3/21,48,晴天,6
1991/3/22,49,阴天,7
1991/3/23,50,晴天,8
1991/3/24,51,阴天,9
1991/3/25,52,晴天,10
1991/3/26,53,阴天,11
1991/3/27,54,晴天,12
1991/3/28,55,阴天,13
1991/3/29,56,晴天,14
1991/3/30,57,阴天,15
1991/3/31,58,晴天,16
1991/4/1,25,阴天,25
1991/4/5,26,晴天,26
1991/4/9,27,阴天,27
1991/4/13,28,晴天,28
1991/4/17,29,阴天,29
1991/4/21,30,晴天,30
1991/4/25,31,阴天,31
1991/4/29,32,晴天,32
1991/5/3,33,阴天,33
1991/5/7,34,晴天,34
1991/5/11,35,阴天,35
1991/5/15,36,晴天,36
1991/5/19,37,阴天,37
1991/5/23,38,晴天,38
1991/5/27,39,阴天,39
1991/5/31,40,晴天,40
1991/6/4,41,阴天,41
1991/6/8,42,晴天,0
1991/6/12,43,阴天,1
1991/6/16,44,晴天,2
1991/6/20,45,阴天,3
1991/6/24,46,晴天,4
1991/6/28,47,阴天,5
1991/7/2,48,晴天,6
1991/7/6,49,阴天,7
1991/7/10,50,晴天,8
1991/7/14,51,阴天,9
1991/7/18,52,晴天,10
1991/7/22,53,阴天,11
1991/7/26,54,晴天,12
1991/7/30,55,阴天,13
1991/8/3,56,晴天,14
1991/8/7,57,阴天,15
1991/8/11,58,晴天,16
1991/8/15,59,阴天,17
1991/8/19,60,晴天,18
1991/8/23,61,阴天,19
1991/8/27,62,晴天,20
1991/8/31,63,阴天,21
1991/9/4,64,晴天,22
1991/9/8,65,阴天,23
1991/9/12,66,晴天,24
1991/9/16,67,阴天,25
1991/9/20,68,晴天,26
1991/9/24,69,阴天,27
1991/9/28,70,晴天,28
1991/10/2,71,阴天,29
1991/10/6,72,晴天,30
1991/10/10,73,阴天,31
1991/10/14,74,晴天,32
1991/10/18,75,阴天,33
1991/10/22,76,晴天,34
1991/10/26,77,阴天,35
1991/10/30,78,晴天,36
1991/11/3,79,阴天,37
1991/11/7,80,晴天,38
1991/11/11,81,阴天,39
1991/11/15,82,晴天,40
1991/11/19,83,阴天,41
1991/11/23,84,晴天,0
1991/11/27,85,阴天,1
1991/12/1,86,晴天,2
1991/12/5,87,阴天,3
1991/12/9,88,晴天,4
1991/12/13,89,阴天,5
1991/12/17,90,晴天,6
1991/12/21,91,阴天,7
1991/12/25,92,晴天,8
1991/12/29,93,阴天,9
1992/1/2,94,晴天,10
1992/1/6,95,阴天,11
1992/1/10,96,晴天,12
1992/1/14,97,阴天,13
1992/1/18,98,晴天,14
1992/1/22,99,阴天,15
1992/1/26,100,晴天,16
1992/1/30,101,阴天,17
1992/2/3,102,晴天,18
1992/2/7,103,阴天,19
1992/2/11,104,晴天,20
1992/2/15,105,阴天,21
1992/2/19,106,晴天,22
1992/2/23,107,阴天,23
1992/2/27,108,晴天,24
1992/3/3,109,阴天,25
1992/3/7,110,晴天,26
1992/3/11,111,阴天,27
1992/3/15,112,晴天,28
1992/3/19,113,阴天,29
1992/3/23,114,晴天,30
1992/3/27,115,阴天,31
1992/3/31,116,晴天,32
1992/4/4,117,阴天,33
1992/4/8,118,晴天,34
1992/4/12,119,阴天,35
1992/4/16,120,晴天,36
1992/4/20,121,阴天,37
1992/4/24,122,晴天,38
1992/4/28,123,阴天,39
1992/5/2,124,晴天,40
1992/5/6,125,阴天,41
1992/5/10,126,晴天,0
1992/5/14,127,阴天,1
1992/5/18,128,晴天,2
1992/5/22,129,阴天,3
1992/5/26,130,晴天,4
1992/5/30,131,阴天,5
1992/6/3,132,晴天,6
1992/6/7,133,阴天,7
1992/6/11,134,晴天,8
1992/6/15,135,阴天,9
1992/6/19,136,晴天,10
1992/6/23,137,阴天,11
1992/6/27,138,晴天,12
1992/7/1,139,阴天,13
1992/7/5,140,晴天,14
1992/7/9,141,阴天,15
1992/7/13,142,晴天,16
1992/7/17,143,阴天,17
1992/7/21,144,晴天,18
1992/7/25,145,阴天,19
1992/7/29,146,晴天,20
1992/8/2,147,阴天,21
1992/8/6,148,晴天,22
1992/8/10,149,阴天,23
1992/8/14,150,阴天,24
1992/8/18,151,晴天,25
1992/8/22,152,阴天,26
1992/8/26,153,晴天,27
1992/8/30,154,阴天,28
1992/9/3,155,晴天,29
1992/9/7,156,阴天,30
1992/9/11,157,晴天,31
1992/9/15,158,阴天,32
1992/9/19,159,晴天,33
1992/9/23,160,阴天,34
1992/9/27,161,晴天,35
1992/10/1,162,阴天,36
1992/10/5,163,晴天,37
1992/10/9,164,阴天,38
1992/10/13,165,晴天,39
1992/10/17,166,阴天,40
1992/10/21,167,晴天,41
1992/10/25,168,阴天,0
1992/10/29,169,晴天,1
1992/11/2,170,阴天,2
1992/11/6,171,晴天,3
1992/11/10,172,阴天,4
1992/11/14,173,晴天,5
1992/11/18,174,阴天,6
1992/11/22,175,晴天,7
1992/11/26,176,阴天,8
1992/11/30,177,晴天,9
1992/12/4,178,阴天,10
1992/12/8,179,晴天,11
1992/12/12,180,阴天,12
1992/12/16,181,晴天,13
1992/12/20,182,阴天,14
1992/12/24,183,晴天,15
1992/12/28,184,阴天,16
1993/1/1,185,晴天,17
1993/1/5,186,阴天,18
1993/1/9,187,晴天,19
1993/1/13,188,阴天,20
1993/1/17,189,晴天,21
1993/1/21,190,阴天,22
1993/1/25,191,晴天,23
1993/1/29,192,阴天,24
1993/2/2,193,晴天,25
1993/2/6,194,阴天,26
1993/2/10,195,晴天,27
1993/2/14,196,阴天,28
1993/2/18,197,晴天,29
1993/2/22,198,阴天,30
1993/2/26,199,晴天,31
1993/3/2,199,阴天,32
1993/3/6,201,晴天,33
1993/3/10,202,阴天,34
1993/3/14,203,晴天,35
1993/3/18,204,阴天,36
1993/3/22,205,晴天,37
1993/3/26,206,阴天,38
1993/3/30,207,晴天,39
1993/4/3,208,阴天,40
1993/4/7,209,晴天,41
1993/4/11,210,阴天,0
1993/4/15,211,晴天,1
1993/4/19,212,阴天,2
1993/4/23,213,晴天,3
1993/4/27,214,阴天,4
1993/5/1,215,晴天,5
1993/5/5,216,阴天,6
1993/5/9,217,晴天,7
1993/5/13,218,阴天,8
1993/5/17,219,晴天,9
1993/5/21,220,阴天,10
1993/5/25,221,晴天,11
1993/5/29,222,阴天,12
1993/6/2,223,晴天,13
1993/6/6,224,阴天,14
1993/6/10,225,晴天,15
1993/6/14,226,阴天,16
1993/6/18,227,晴天,17
1993/6/22,228,阴天,18
1993/6/26,229,晴天,19
1993/6/30,230,阴天,20
1993/7/4,231,晴天,21
1993/7/8,232,阴天,22
1993/7/12,233,晴天,23
1993/7/16,234,阴天,24
1993/7/20,235,晴天,25
1993/7/24,236,阴天,26
1993/7/28,237,晴天,27
1993/8/1,238,阴天,28
1993/8/5,239,晴天,29
1993/8/9,240,阴天,30
1993/8/13,241,晴天,31
1993/8/17,242,阴天,32
1993/8/21,243,晴天,33
1993/8/25,244,阴天,34
1993/8/29,245,晴天,35
1993/9/2,246,阴天,36
1993/9/6,247,晴天,37
1993/9/10,248,阴天,38
1993/9/14,249,晴天,39
1993/9/18,250,阴天,40
1993/9/22,251,晴天,41
1993/9/26,252,阴天,0
1993/9/30,253,晴天,1
1993/10/4,254,阴天,2
1993/10/8,255,晴天,3
1993/10/12,256,阴天,4
1993/10/16,257,晴天,5
1993/10/20,258,阴天,6
1993/10/24,259,晴天,7
1993/10/28,260,阴天,8
1993/11/1,261,晴天,9
1993/11/5,262,阴天,10
1993/11/9,263,晴天,11
1993/11/13,264,阴天,12
1993/11/17,265,晴天,13
1993/11/21,266,阴天,14
1993/11/25,267,晴天,15
1993/11/29,268,阴天,16
1993/12/3,269,晴天,17
1993/12/7,270,阴天,18
1993/12/11,271,晴天,19
1993/12/15,272,阴天,20
1993/12/19,273,晴天,21
1993/12/23,274,阴天,22
1993/12/27,275,阴天,23
1993/12/31,276,晴天,24
1994/1/4,277,阴天,25
1994/1/8,278,晴天,26
1994/1/12,279,阴天,27
1994/1/16,280,晴天,28
1994/1/20,281,阴天,29
1994/1/24,282,晴天,30
1994/1/28,283,阴天,31
1994/2/1,284,晴天,32
1994/2/5,285,阴天,33
1994/2/9,286,晴天,34
1994/2/13,287,阴天,35
1994/2/17,288,晴天,36
1994/2/21,289,阴天,37
1994/2/25,290,晴天,38
1994/2/29,291,阴天,39
1994/3/4,292,晴天,40
1994/3/8,293,阴天,41
1994/3/12,294,晴天,0
1994/3/16,295,阴天,1
1994/3/20,296,晴天,2
1994/3/24,297,阴天,3
1994/3/28,298,晴天,4
1994/4/1,299,阴天,5
1994/4/5,300,晴天,6
1994/4/9,301,阴天,7
1994/4/13,302,晴天,8
1994/4/17,303,阴天,9
1994/4/21,304,晴天,10
1994/4/25,305,阴天,11
1994/4/29,306,晴天,12
1994/5/3,307,阴天,13
1994/5/7,308,晴天,14
1994/5/11,309,阴天,15
1994/5/15,310,晴天,16
1994/5/19,311,阴天,17
1994/5/23,312,晴天,18
1994/5/27,313,阴天,19
1994/5/31,314,晴天,20
1994/6/4,315,阴天,21
1994/6/8,316,晴天,22
1994/6/12,317,阴天,23
1994/6/16,318,晴天,24
1994/6/20,319,阴天,25
1994/6/24,320,晴天,26
1994/6/28,321,阴天,27
1994/7/2,322,晴天,28
1994/7/6,323,阴天,29
1994/7/10,324,晴天,30
1994/7/14,325,阴天,31
1994/7/18,326,晴天,32
1994/7/22,327,阴天,33
1994/7/26,328,晴天,34
1994/7/30,329,阴天,35
1994/8/3,330,晴天,36
1994/8/7,331,阴天,37
1994/8/11,332,晴天,38
1994/8/15,333,阴天,39
1994/8/19,334,晴天,40
1994/8/23,335,阴天,41
1994/8/27,336,晴天,0
1994/8/31,337,阴天,1
1994/9/4,338,晴天,2
1994/9/8,339,阴天,3
1994/9/12,340,晴天,4
1994/9/16,341,阴天,5
1994/9/20,342,晴天,6
1994/9/24,343,阴天,7
1994/9/28,344,晴天,8
1994/10/2,345,阴天,9
1994/10/6,346,晴天,10
1994/10/10,347,阴天,11
1994/10/14,348,晴天,12
1994/10/18,349,阴天,13
1994/10/22,350,晴天,14
1994/10/26,351,阴天,15
1994/10/30,352,晴天,16
1994/11/3,353,阴天,17
1994/11/7,354,晴天,18
1994/11/11,355,阴天,19
1994/11/15,356,晴天,20
1994/11/19,357,阴天,21
1994/11/23,358,晴天,22
1994/11/27,359,阴天,23
1994/12/1,360,晴天,24
1994/12/5,361,阴天,25
1994/12/9,362,晴天,26
1994/12/13,363,阴天,27
1994/12/17,364,晴天,28
1994/12/21,365,阴天,29
1994/12/25,366,晴天,30
1994/12/29,367,阴天,31
1995/1/2,368,晴天,32
1995/1/6,369,阴天,33
1995/1/10,370,晴天,34
1995/1/14,371,阴天,35
1995/1/18,372,晴天,36
1995/1/22,373,阴天,37
1995/1/26,374,晴天,38
1995/1/30,375,阴天,39
1995/2/3,376,晴天,40
1995/2/7,377,阴天,41
1995/2/11,378,晴天,0
1995/2/15,379,阴天,1
1995/2/19,380,晴天,2
1995/2/23,381,阴天,3
1995/2/27,382,晴天,4
1995/3/3,383,阴天,5
1995/3/7,384,晴天,6
1995/3/11,385,阴天,7
1995/3/15,386,晴天,8
1995/3/19,387,阴天,9
1995/3/23,388,晴天,10
1995/3/27,389,阴天,11
1995/3/31,390,晴天,12
1995/4/4,391,阴天,13
1995/4/8,392,晴天,14
1995/4/12,393,阴天,15
1995/4/16,394,晴天,16
1995/4/20,395,阴天,17
1995/4/24,396,晴天,18
1995/4/28,397,阴天,19
1995/5/2,398,晴天,20
1995/5/6,399,阴天,21
1995/5/10,400,阴天,22
1995/5/14,401,晴天,23
1995/5/18,402,阴天,24
1995/5/22,403,晴天,25
1995/5/26,404,阴天,26
1995/5/30,405,晴天,27
1995/6/3,406,阴天,28
1995/6/7,407,晴天,29
1995/6/11,408,阴天,30
1995/6/15,409,晴天,31
1995/6/19,410,阴天,32
1995/6/23,411,晴天,33
1995/6/27,412,阴天,34
1995/7/1,413,晴天,35
1995/7/5,414,阴天,36
1995/7/9,415,晴天,37
1995/7/13,416,阴天,38
1995/7/17,417,晴天,39
1995/7/21,418,阴天,40
1995/7/25,419,晴天,41
1995/7/29,420,阴天,0
1995/8/2,421,晴天,1
1995/8/6,422,阴天,2
1995/8/10,423,晴天,3
1995/8/14,424,阴天,4
1995/8/18,425,晴天,5
1995/8/22,426,阴天,6
1995/8/26,427,晴天,7
1995/8/30,428,阴天,8
1995/9/3,429,晴天,9
1995/9/7,430,阴天,10
1995/9/11,431,晴天,11
1995/9/15,432,阴天,12
1995/9/19,433,晴天,13
1995/9/23,434,阴天,14
1995/9/27,435,晴天,15
1995/10/1,436,阴天,16
1995/10/5,437,晴天,17
1995/10/9,438,阴天,18
1995/10/13,439,晴天,19
1995/10/17,440,阴天,20
1995/10/21,441,晴天,21
1995/10/25,442,阴天,22
1995/10/29,443,晴天,23
1995/11/2,444,阴天,24
1995/11/6,445,晴天,25
1995/11/10,446,阴天,26
1995/11/14,447,晴天,27
1995/11/18,448,阴天,28
1995/11/22,449,晴天,29
1995/11/26,450,阴天,30
1995/11/30,451,晴天,31
1995/12/4,452,阴天,32
1995/12/8,453,晴天,33
1995/12/12,454,阴天,34
1995/12/16,455,晴天,35
1995/12/20,456,阴天,36
1995/12/24,457,晴天,37
1995/12/28,458,阴天,38
1996/1/1,459,晴天,39
1996/1/5,460,阴天,40
1996/1/9,461,晴天,41
1996/1/13,462,阴天,0
1996/1/17,463,晴天,1
1996/1/21,464,阴天,2
1996/1/25,465,晴天,3
1996/1/29,466,阴天,4
1996/2/2,467,晴天,5
1996/2/6,468,阴天,6
1996/2/10,469,晴天,7
1996/2/14,470,阴天,8
1996/2/18,471,晴天,9
1996/2/22,472,阴天,10
1996/2/26,473,晴天,11
1996/3/2,474,阴天,12
1996/3/6,475,晴天,13
1996/3/10,476,阴天,14
1996/3/14,477,晴天,15
1996/3/18,478,阴天,16
1996/3/22,479,晴天,17
1996/3/26,480,阴天,18
1996/3/30,481,晴天,19
1996/4/3,482,阴天,20
1996/4/7,483,晴天,21
1996/4/11,484,阴天,22
1996/4/15,485,晴天,23
1996/4/19,486,阴天,24
1996/4/23,487,晴天,25
1996/4/27,488,阴天,26
1996/5/1,489,晴天,27
1996/5/5,490,阴天,28
1996/5/9,491,晴天,29
1996/5/13,492,阴天,30
1996/5/17,493,晴天,31
1996/5/21,494,阴天,32
1996/5/25,495,晴天,33
1996/5/29,496,阴天,34
1996/6/2,497,晴天,35
1996/6/6,498,阴天,36
1996/6/10,499,晴天,37
1996/6/14,500,阴天,38
1996/6/18,501,晴天,39
1996/6/22,502,阴天,40
1996/6/26,503,晴天,41
1996/6/30,504,阴天,0
1996/7/4,505,晴天,1
1996/7/8,506,阴天,2
1996/7/12,507,晴天,3
1996/7/16,508,阴天,4
1996/7/20,509,晴天,5
1996/7/24,510,阴天,6
1996/7/28,511,晴天,7
1996/8/1,512,阴天,8
1996/8/5,513,晴天,9
1996/8/9,514,阴天,10
1996/8/13,515,晴天,11
1996/8/17,516,阴天,12
1996/8/21,517,晴天,13
1996/8/25,518,阴天,14
1996/8/29,519,晴天,15
1996/9/2,520,阴天,16
1996/9/6,521,晴天,17
1996/9/10,522,阴天,18
1996/9/14,523,晴天,19
1996/9/18,524,阴天,20
1996/9/22,525,阴天,21
1996/9/26,526,晴天,22
1996/9/30,527,阴天,23
1996/10/4,528,晴天,24
1996/10/8,529,阴天,25
1996/10/12,530,晴天,26
1996/10/16,531,阴天,27
1996/10/20,532,晴天,28
1996/10/24,533,阴天,29
1996/10/28,534,晴天,30
1996/11/1,535,阴天,31
1996/11/5,536,晴天,32
1996/11/9,537,阴天,33
1996/11/13,538,晴天,34
1996/11/17,539,阴天,35
1996/11/21,540,晴天,36
1996/11/25,541,阴天,37
1996/11/29,542,晴天,38
1996/12/3,543,阴天,39
1996/12/7,544,晴天,40
1996/12/11,545,阴天,41
1996/12/15,546,晴天,0
1996/12/19,547,阴天,1
1996/12/23,548,晴天,2
1996/12/27,549,阴天,3
1996/12/31,550,晴天,4
1997/1/4,551,阴天,5
1997/1/8,552,晴天,6
1997/1/12,553,阴天,7
1997/1/16,554,晴天,8
1997/1/20,555,阴天,9
1997/1/24,556,晴天,10
1997/1/28,557,阴天,11
1997/2/1,558,晴天,12
1997/2/5,559,阴天,13
1997/2/9,560,晴天,14
1997/2/13,561,阴天,15
1997/2/17,562,晴天,16
1997/2/21,563,阴天,17
1997/2/25,564,晴天,18
1997/3/1,565,阴天,19
1997/3/5,566,晴天,20
1997/3/9,567,阴天,21
1997/3/13,568,晴天,22
1997/3/17,569,阴天,23
1997/3/21,570,晴天,24
1997/3/25,571,阴天,25
1997/3/29,572,晴天,26
1997/4/2,573,阴天,27
1997/4/6,574,晴天,28
1997/4/10,575,阴天,29
1997/4/14,576,晴天,30
1997/4/18,577,阴天,31
1997/4/22,578,晴天,32
1997/4/26,579,阴天,33
1997/4/30,580,晴天,34
1997/5/4,581,阴天,35
1997/5/8,582,晴天,36
1997/5/12,583,阴天,37
1997/5/16,584,晴天,38
1997/5/20,585,阴天,39
1997/5/24,586,晴天,40
1997/5/28,587,阴天,41
1997/6/1,588,晴天,0
1997/6/5,589,阴天,1
1997/6/9,590,晴天,2
1997/6/13,591,阴天,3
1997/6/17,592,晴天,4
1997/6/21,593,阴天,5
1997/6/25,594,晴天,6
1997/6/29,595,阴天,7
1997/7/3,596,晴天,8
1997/7/7,597,阴天,9
1997/7/11,598,晴天,10
1997/7/15,599,阴天,11
1997/7/19,600,晴天,12
1997/7/23,601,阴天,13
1997/7/27,602,晴天,14
1997/7/31,603,阴天,15
1997/8/4,604,晴天,16
1997/8/8,605,阴天,17
1997/8/12,606,晴天,18
1997/8/16,607,阴天,19
1997/8/20,608,晴天,20
1997/8/24,609,阴天,21
1997/8/28,610,晴天,22
1997/9/1,611,阴天,23
1997/9/5,612,晴天,24
1997/9/9,613,阴天,25
1997/9/13,614,晴天,26
1997/9/17,615,阴天,27
1997/9/21,616,晴天,28
1997/9/25,617,阴天,29
1997/9/29,618,晴天,30
1997/10/3,619,阴天,31
1997/10/7,620,晴天,32
1997/10/11,621,阴天,33
1997/10/15,622,晴天,34
1997/10/19,623,阴天,35
1997/10/23,624,晴天,36
1997/10/27,625,阴天,37
1997/10/31,626,晴天,38
1997/11/4,627,阴天,39
1997/11/8,628,晴天,40
1997/11/12,629,阴天,41
1997/11/16,630,晴天,0
1997/11/20,631,阴天,1
1997/11/24,632,晴天,2
1997/11/28,633,阴天,3
1997/12/2,634,晴天,4
1997/12/6,635,阴天,5
1997/12/10,636,晴天,6
1997/12/14,637,阴天,7
1997/12/18,638,晴天,8
1997/12/22,639,阴天,9
1997/12/26,640,晴天,10
1997/12/30,641,阴天,11
